sample_alias,sample_accession_id,biosample_id,run_accession_id,experiment_accession_id,study_accession_id,sample_attributes
CGPLH916P,EGAN00003220726,SAMEA9240614,EGAR00002846696,EGAX00002472181,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH917P,EGAN00003220709,SAMEA9240597,EGAR00002846697,EGAX00002472182,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH918P,EGAN00003220706,SAMEA9240594,EGAR00002846698,EGAX00002472183,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH919P,EGAN00003220896,SAMEA9240784,EGAR00002846699,EGAX00002472184,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH920P,EGAN00003220897,SAMEA9240785,EGAR00002846700,EGAX00002472185,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH921P,EGAN00003220898,SAMEA9240786,EGAR00002846701,EGAX00002472186,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH922P,EGAN00003220602,SAMEA9240490,EGAR00002846702,EGAX00002472187,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH923P,EGAN00003220605,SAMEA9240493,EGAR00002846703,EGAX00002472188,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH924P,EGAN00003220613,SAMEA9240501,EGAR00002846704,EGAX00002472189,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH925P,EGAN00003220614,SAMEA9240502,EGAR00002846705,EGAX00002472190,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH926P,EGAN00003220621,SAMEA9240509,EGAR00002846706,EGAX00002472191,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH927P,EGAN00003220623,SAMEA9240511,EGAR00002846707,EGAX00002472192,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH928P,EGAN00003220664,SAMEA9240552,EGAR00002846708,EGAX00002472193,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH929P,EGAN00003220732,SAMEA9240620,EGAR00002846709,EGAX00002472194,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH930P,EGAN00003220739,SAMEA9240627,EGAR00002846710,EGAX00002472195,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH936P,EGAN00003220663,SAMEA9240551,EGAR00002846711,EGAX00002472196,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH937P,EGAN00003220661,SAMEA9240549,EGAR00002846712,EGAX00002472197,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH938P,EGAN00003220672,SAMEA9240560,EGAR00002846713,EGAX00002472198,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH939P,EGAN00003220670,SAMEA9240558,EGAR00002846714,EGAX00002472199,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH940P,EGAN00003220668,SAMEA9240556,EGAR00002846715,EGAX00002472200,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH941P,EGAN00003220738,SAMEA9240626,EGAR00002846716,EGAX00002472201,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH942P,EGAN00003220737,SAMEA9240625,EGAR00002846717,EGAX00002472202,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH943P,EGAN00003220736,SAMEA9240624,EGAR00002846718,EGAX00002472203,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH944P,EGAN00003220724,SAMEA9240612,EGAR00002846719,EGAX00002472204,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH945P,EGAN00003220722,SAMEA9240610,EGAR00002846720,EGAX00002472205,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH946P,EGAN00003220720,SAMEA9240608,EGAR00002846721,EGAX00002472206,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH947P,EGAN00003220730,SAMEA9240618,EGAR00002846722,EGAX00002472207,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH948P,EGAN00003220729,SAMEA9240617,EGAR00002846723,EGAX00002472208,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH949P,EGAN00003220666,SAMEA9240553,EGAR00002846724,EGAX00002472209,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH950P,EGAN00003220683,SAMEA9240571,EGAR00002846725,EGAX00002472210,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH951P,EGAN00003220681,SAMEA9240569,EGAR00002846726,EGAX00002472211,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH952P,EGAN00003220679,SAMEA9240567,EGAR00002846727,EGAX00002472212,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH953P,EGAN00003220733,SAMEA9240621,EGAR00002846728,EGAX00002472213,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH954P,EGAN00003220388,SAMEA9240275,EGAR00002846729,EGAX00002472214,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH955P,EGAN00003220380,SAMEA9240267,EGAR00002846730,EGAX00002472215,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH956P,EGAN00003220379,SAMEA9240265,EGAR00002846731,EGAX00002472216,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH957P,EGAN00003220384,SAMEA9240271,EGAR00002846732,EGAX00002472217,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH958P,EGAN00003220382,SAMEA9240269,EGAR00002846733,EGAX00002472218,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH959P,EGAN00003220414,SAMEA9240305,EGAR00002846734,EGAX00002472219,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH960P,EGAN00003220413,SAMEA9240304,EGAR00002846735,EGAX00002472220,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH961P,EGAN00003220416,SAMEA9240307,EGAR00002846736,EGAX00002472221,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH962P,EGAN00003220415,SAMEA9240306,EGAR00002846737,EGAX00002472222,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH963P,EGAN00003220410,SAMEA9240301,EGAR00002846738,EGAX00002472223,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH964P,EGAN00003220395,SAMEA9240282,EGAR00002846739,EGAX00002472224,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH965P,EGAN00003220394,SAMEA9240281,EGAR00002846740,EGAX00002472225,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH966P,EGAN00003220425,SAMEA9240317,EGAR00002846741,EGAX00002472226,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH967P,EGAN00003220426,SAMEA9240318,EGAR00002846742,EGAX00002472227,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH968P,EGAN00003221002,SAMEA9240891,EGAR00002846743,EGAX00002472228,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH969P,EGAN00003220999,SAMEA9240887,EGAR00002846744,EGAX00002472229,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH970P,EGAN00003220998,SAMEA9240886,EGAR00002846745,EGAX00002472230,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH971P,EGAN00003220996,SAMEA9240884,EGAR00002846746,EGAX00002472231,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH972P,EGAN00003221045,SAMEA9240933,EGAR00002846747,EGAX00002472232,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH973P,EGAN00003221041,SAMEA9240929,EGAR00002846748,EGAX00002472233,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH974P,EGAN00003221039,SAMEA9240927,EGAR00002846749,EGAX00002472234,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH975P,EGAN00003221037,SAMEA9240925,EGAR00002846750,EGAX00002472235,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH976P,EGAN00003221036,SAMEA9240924,EGAR00002846751,EGAX00002472236,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH977P,EGAN00003221035,SAMEA9240923,EGAR00002846752,EGAX00002472237,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH978P,EGAN00003221034,SAMEA9240922,EGAR00002846753,EGAX00002472238,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH979P,EGAN00003221154,SAMEA9241042,EGAR00002846754,EGAX00002472239,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH980P,EGAN00003221151,SAMEA9241039,EGAR00002846755,EGAX00002472240,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH981P,EGAN00003221159,SAMEA9241047,EGAR00002846756,EGAX00002472241,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH982P,EGAN00003221141,SAMEA9241029,EGAR00002846757,EGAX00002472242,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH983P,EGAN00003221139,SAMEA9241027,EGAR00002846758,EGAX00002472243,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH984P,EGAN00003220757,SAMEA9240645,EGAR00002846759,EGAX00002472244,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH985P,EGAN00003220568,SAMEA9240456,EGAR00002846760,EGAX00002472245,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH986P,EGAN00003220567,SAMEA9240455,EGAR00002846761,EGAX00002472246,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH987P,EGAN00003220566,SAMEA9240454,EGAR00002846762,EGAX00002472247,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH988P,EGAN00003220570,SAMEA9240458,EGAR00002846763,EGAX00002472248,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH989P,EGAN00003220565,SAMEA9240453,EGAR00002846764,EGAX00002472249,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH990P,EGAN00003220591,SAMEA9240479,EGAR00002846765,EGAX00002472250,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH991P,EGAN00003220596,SAMEA9240484,EGAR00002846766,EGAX00002472251,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH992P,EGAN00003220594,SAMEA9240482,EGAR00002846767,EGAX00002472252,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH993P,EGAN00003220393,SAMEA9240280,EGAR00002846768,EGAX00002472253,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH994P,EGAN00003221119,SAMEA9241007,EGAR00002846769,EGAX00002472254,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH995P,EGAN00003221082,SAMEA9240970,EGAR00002846770,EGAX00002472255,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH996P,EGAN00003221081,SAMEA9240969,EGAR00002846771,EGAX00002472256,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH997P,EGAN00003221077,SAMEA9240965,EGAR00002846772,EGAX00002472257,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH998P,EGAN00003221118,SAMEA9241006,EGAR00002846773,EGAX00002472258,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLH999P,EGAN00003221156,SAMEA9241044,EGAR00002846774,EGAX00002472259,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU118P,EGAN00003220775,SAMEA9240663,EGAR00002846775,EGAX00002472260,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU146P,EGAN00003220774,SAMEA9240662,EGAR00002846776,EGAX00002472261,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU1P,EGAN00003220949,SAMEA9240837,EGAR00002846777,EGAX00002472262,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU204P,EGAN00003220773,SAMEA9240661,EGAR00002846778,EGAX00002472263,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU20P,EGAN00003220952,SAMEA9240840,EGAR00002846779,EGAX00002472264,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU216P,EGAN00003220780,SAMEA9240668,EGAR00002846780,EGAX00002472265,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU217P,EGAN00003220779,SAMEA9240667,EGAR00002846781,EGAX00002472266,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU218P,EGAN00003220778,SAMEA9240666,EGAR00002846782,EGAX00002472267,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU219P,EGAN00003220933,SAMEA9240821,EGAR00002846783,EGAX00002472268,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU21P,EGAN00003220955,SAMEA9240287,EGAR00002846784,EGAX00002472269,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU220P,EGAN00003220610,SAMEA9240498,EGAR00002846785,EGAX00002472270,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU221P,EGAN00003220615,SAMEA9240503,EGAR00002846786,EGAX00002472271,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU223P,EGAN00003220344,SAMEA9240231,EGAR00002846787,EGAX00002472272,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU224P,EGAN00003220352,SAMEA9240239,EGAR00002846788,EGAX00002472273,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU225P,EGAN00003220342,SAMEA9240229,EGAR00002846789,EGAX00002472274,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU226P,EGAN00003220343,SAMEA9240230,EGAR00002846790,EGAX00002472275,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU227P,EGAN00003221113,SAMEA9241001,EGAR00002846791,EGAX00002472276,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU228P,EGAN00003221116,SAMEA9241004,EGAR00002846792,EGAX00002472277,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU229P,EGAN00003221115,SAMEA9241003,EGAR00002846793,EGAX00002472278,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU22P,EGAN00003220954,SAMEA9240288,EGAR00002846794,EGAX00002472279,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU230P,EGAN00003221108,SAMEA9240996,EGAR00002846795,EGAX00002472280,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU231P,EGAN00003220899,SAMEA9240787,EGAR00002846796,EGAX00002472281,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU232P,EGAN00003220911,SAMEA9240799,EGAR00002846797,EGAX00002472282,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU233P,EGAN00003220909,SAMEA9240797,EGAR00002846798,EGAX00002472283,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU234P,EGAN00003220907,SAMEA9240795,EGAR00002846799,EGAX00002472284,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU23P,EGAN00003220962,SAMEA9240352,EGAR00002846800,EGAX00002472285,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU241P,EGAN00003220355,SAMEA9240242,EGAR00002846801,EGAX00002472286,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU247P,EGAN00003220905,SAMEA9240793,EGAR00002846802,EGAX00002472287,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU248P,EGAN00003220906,SAMEA9240794,EGAR00002846803,EGAX00002472288,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU249P,EGAN00003220908,SAMEA9240796,EGAR00002846804,EGAX00002472289,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU250P,EGAN00003220910,SAMEA9240798,EGAR00002846805,EGAX00002472290,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU251P,EGAN00003220912,SAMEA9240800,EGAR00002846806,EGAX00002472291,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU253P,EGAN00003220718,SAMEA9240606,EGAR00002846807,EGAX00002472292,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU254P,EGAN00003220939,SAMEA9240827,EGAR00002846808,EGAX00002472293,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU26P,EGAN00003220967,SAMEA9240850,EGAR00002846809,EGAX00002472294,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU272P,EGAN00003220671,SAMEA9240559,EGAR00002846810,EGAX00002472295,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU273P,EGAN00003221146,SAMEA9241034,EGAR00002846811,EGAX00002472296,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU274P,EGAN00003220822,SAMEA9240710,EGAR00002846812,EGAX00002472297,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU275P,EGAN00003220448,SAMEA9240342,EGAR00002846813,EGAX00002472298,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU276P,EGAN00003220676,SAMEA9240564,EGAR00002846814,EGAX00002472299,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU277P,EGAN00003220466,SAMEA9240363,EGAR00002846815,EGAX00002472300,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU278P,EGAN00003220401,SAMEA9240290,EGAR00002846816,EGAX00002472301,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU279P,EGAN00003220456,SAMEA9240351,EGAR00002846817,EGAX00002472302,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU27P,EGAN00003220460,SAMEA9240356,EGAR00002846818,EGAX00002472303,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU280P,EGAN00003220458,SAMEA9240354,EGAR00002846819,EGAX00002472304,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU281P,EGAN00003220510,SAMEA9240397,EGAR00002846820,EGAX00002472305,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU282P,EGAN00003221053,SAMEA9240941,EGAR00002846821,EGAX00002472306,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU283P,EGAN00003220554,SAMEA9240442,EGAR00002846822,EGAX00002472307,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU284P,EGAN00003220556,SAMEA9240444,EGAR00002846823,EGAX00002472308,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU285P,EGAN00003220475,SAMEA9240374,EGAR00002846824,EGAX00002472309,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU286P,EGAN00003160957,SAMEA9068127,EGAR00002846825,EGAX00002472310,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU287P,EGAN00003220304,SAMEA9240191,EGAR00002846826,EGAX00002472311,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU288P,EGAN00003220692,SAMEA9240580,EGAR00002846827,EGAX00002472312,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU289P,EGAN00003220989,SAMEA9240877,EGAR00002846828,EGAX00002472313,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU28P,EGAN00003220459,SAMEA9240355,EGAR00002846829,EGAX00002472314,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU290P,EGAN00003220328,SAMEA9240215,EGAR00002846830,EGAX00002472315,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU291P,EGAN00003220633,SAMEA9240521,EGAR00002846831,EGAX00002472316,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU292P,EGAN00003220825,SAMEA9240713,EGAR00002846832,EGAX00002472317,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU293P,EGAN00003220496,SAMEA9240853,EGAR00002846833,EGAX00002472318,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU294P,EGAN00003220335,SAMEA9240222,EGAR00002846834,EGAX00002472319,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU295P,EGAN00003220919,SAMEA9240807,EGAR00002846835,EGAX00002472320,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU296P,EGAN00003220810,SAMEA9240698,EGAR00002846836,EGAX00002472321,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU297P,EGAN00003220337,SAMEA9240224,EGAR00002846837,EGAX00002472322,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU298P,EGAN00003221152,SAMEA9241040,EGAR00002846838,EGAX00002472323,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU299P,EGAN00003220538,SAMEA9240426,EGAR00002846839,EGAX00002472324,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU29P,EGAN00003220462,SAMEA9240359,EGAR00002846840,EGAX00002472325,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU2P,EGAN00003220948,SAMEA9240836,EGAR00002846841,EGAX00002472326,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU300P,EGAN00003221127,SAMEA9241015,EGAR00002846842,EGAX00002472327,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU301P,EGAN00003220883,SAMEA9240771,EGAR00002846843,EGAX00002472328,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU302P,EGAN00003220882,SAMEA9240770,EGAR00002846844,EGAX00002472329,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU303P,EGAN00003220534,SAMEA9240422,EGAR00002846845,EGAX00002472330,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU304P,EGAN00003220749,SAMEA9240637,EGAR00002846846,EGAX00002472331,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU305P,EGAN00003220631,SAMEA9240519,EGAR00002846847,EGAX00002472332,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU306P,EGAN00003220878,SAMEA9240766,EGAR00002846848,EGAX00002472333,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU307P,EGAN00003220847,SAMEA9240735,EGAR00002846849,EGAX00002472334,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU308P,EGAN00003220527,SAMEA9240414,EGAR00002846850,EGAX00002472335,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU309P,EGAN00003220558,SAMEA9240446,EGAR00002846851,EGAX00002472336,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU30P,EGAN00003220461,SAMEA9240357,EGAR00002846852,EGAX00002472337,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU310P,EGAN00003221157,SAMEA9241045,EGAR00002846853,EGAX00002472338,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU311P,EGAN00003220864,SAMEA9240752,EGAR00002846854,EGAX00002472339,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU312P,EGAN00003220340,SAMEA9240227,EGAR00002846855,EGAX00002472340,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU313P,EGAN00003220860,SAMEA9240748,EGAR00002846856,EGAX00002472341,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU314P,EGAN00003220857,SAMEA9240745,EGAR00002846857,EGAX00002472342,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU315P,EGAN00003220312,SAMEA9240199,EGAR00002846858,EGAX00002472343,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU316P,EGAN00003220851,SAMEA9240739,EGAR00002846859,EGAX00002472344,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU317P,EGAN00003221138,SAMEA9241026,EGAR00002846860,EGAX00002472345,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU318P,EGAN00003220441,SAMEA9240335,EGAR00002846861,EGAX00002472346,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU319P,EGAN00003220453,SAMEA9240348,EGAR00002846862,EGAX00002472347,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU320P,EGAN00003220870,SAMEA9240758,EGAR00002846863,EGAX00002472348,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU321P,EGAN00003220893,SAMEA9240781,EGAR00002846864,EGAX00002472349,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU322P,EGAN00003220669,SAMEA9240557,EGAR00002846865,EGAX00002472350,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU323P,EGAN00003220890,SAMEA9240778,EGAR00002846866,EGAX00002472351,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU324P,EGAN00003220830,SAMEA9240718,EGAR00002846867,EGAX00002472352,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU325P,EGAN00003220873,SAMEA9240761,EGAR00002846868,EGAX00002472353,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU326P,EGAN00003220824,SAMEA9240712,EGAR00002846869,EGAX00002472354,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU327P,EGAN00003220895,SAMEA9240783,EGAR00002846870,EGAX00002472355,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU328P,EGAN00003220479,SAMEA9240378,EGAR00002846871,EGAX00002472356,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU329P,EGAN00003220628,SAMEA9240516,EGAR00002846872,EGAX00002472357,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU330P,EGAN00003221161,SAMEA9241049,EGAR00002846873,EGAX00002472358,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU331P,EGAN00003220545,SAMEA9240433,EGAR00002846874,EGAX00002472359,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU332P,EGAN00003220300,SAMEA9240188,EGAR00002846875,EGAX00002472360,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU333P,EGAN00003220886,SAMEA9240774,EGAR00002846876,EGAX00002472361,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU334P,EGAN00003221056,SAMEA9240944,EGAR00002846877,EGAX00002472362,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU335P,EGAN00003221040,SAMEA9240928,EGAR00002846878,EGAX00002472363,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU336P,EGAN00003221038,SAMEA9240926,EGAR00002846879,EGAX00002472364,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU337P,EGAN00003220792,SAMEA9240680,EGAR00002846880,EGAX00002472365,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU338P,EGAN00003220321,SAMEA9240208,EGAR00002846881,EGAX00002472366,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU339P,EGAN00003221071,SAMEA9240959,EGAR00002846882,EGAX00002472367,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU340P,EGAN00003221147,SAMEA9241035,EGAR00002846883,EGAX00002472368,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU341P,EGAN00003220855,SAMEA9240743,EGAR00002846884,EGAX00002472369,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU342P,EGAN00003220495,SAMEA9240852,EGAR00002846885,EGAX00002472370,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU343P,EGAN00003220852,SAMEA9240740,EGAR00002846886,EGAX00002472371,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU344P,EGAN00003220861,SAMEA9240749,EGAR00002846887,EGAX00002472372,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU345P,EGAN00003220483,SAMEA9240383,EGAR00002846888,EGAX00002472373,EGAS00001005340,ENA-CHECKLIST=ERC000026
CGPLLU346P,EGAN00003220866,SAMEA9240754,EGAR00002846889,EGAX00002472374,EGAS00001005340,ENA-CHECKLIST=ERC000026
